Timestamp,Farm ID,Field,Latitude,Longitude,Soil Moisture (%),Soil Temp (°C),Soil pH,Soil EC (�S/cm),Leaf Wetness,Air Temp (�C),Humidity (%),Rainfall (mm),Light (Lux),Wind Speed (km/h),Solar Irradiance (W/m�),Solar Voltage (V),Solar Current (A),Energy Generated (kWh),Crop Stage,Crop Health,Disease Risk,Recommended Action
2025-07-07 09:00,FARM001,North Field,22.3757,73.1738,65,31.0,7.13,408,Dry,36.6,34,0,748,1.2,438,19.2,3.6,3.94,Seedling,Moderate,Low,Monitor humidity
2025-07-07 10:00,FARM001,North Field,22.326,73.1777,43,32.3,6.49,376,Wet,27.8,50,2,555,1.6,773,16.8,4.9,2.82,Seedling,Good,Medium,Apply fertilizer
2025-07-07 11:00,FARM001,North Field,22.3281,73.1776,32,26.0,4.58,554,Wet,29.6,77,3,622,1.1,445,16.7,4.4,0.97,Seedling,Moderate,Medium,Check for pests
2025-07-07 12:00,FARM001,North Field,22.3121,73.1137,34,26.1,6.17,305,Dry,21.1,76,2,375,5.9,488,17.9,3.6,2.63,Vegetative,Poor,Low,Check for pests
2025-07-07 13:00,FARM001,North Field,22.3453,73.1955,26,30.8,4.58,318,Wet,30.9,63,8,425,8.8,965,18.3,4.4,3.38,Harvesting,Moderate,Medium,Irrigate tomorrow
2025-07-07 14:00,FARM001,North Field,22.3978,73.1678,31,31.4,7.18,576,Dry,25.4,55,4,410,7.3,981,18.3,3.7,1.8,Flowering,Poor,High,Monitor humidity
2025-07-07 15:00,FARM001,North Field,22.3131,73.1597,85,23.4,6.64,428,Wet,32.8,42,0,637,5.1,153,16.9,3.0,1.5,Vegetative,Poor,High,Monitor humidity
2025-07-07 16:00,FARM001,North Field,22.3949,73.1466,49,33.5,6.31,412,Wet,30.3,63,6,581,3.7,358,16.0,3.0,1.26,Vegetative,Good,Medium,No action needed
2025-07-07 17:00,FARM001,North Field,22.3532,73.1252,55,20.4,6.11,317,Dry,35.4,30,5,696,3.0,138,17.8,4.6,0.57,Harvesting,Good,Low,Check for pests
2025-07-07 18:00,FARM001,North Field,22.3479,73.1977,52,20.5,4.67,431,Dry,38.4,63,10,315,9.3,445,17.5,3.0,2.18,Seedling,Moderate,Low,No action needed
2025-07-07 19:00,FARM001,North Field,22.3641,73.1158,81,22.9,5.3,403,Wet,28.2,39,5,741,5.5,650,19.7,4.7,3.02,Vegetative,Moderate,Medium,Irrigate tomorrow
2025-07-07 20:00,FARM001,North Field,22.3748,73.1929,67,34.2,4.68,407,Dry,28.1,44,6,557,4.5,586,19.9,4.2,2.22,Flowering,Good,Medium,Monitor humidity
2025-07-07 21:00,FARM001,North Field,22.3958,73.1498,46,34.1,6.77,316,Dry,23.2,56,0,328,1.0,209,16.0,4.4,0.81,Harvesting,Poor,Low,Irrigate tomorrow
2025-07-07 22:00,FARM001,North Field,22.3209,73.1792,16,30.4,5.1,318,Wet,37.0,33,0,291,9.6,469,19.7,4.8,1.45,Flowering,Good,Medium,Irrigate tomorrow
2025-07-07 23:00,FARM001,North Field,22.3643,73.12,64,34.4,6.22,490,Wet,22.5,62,3,293,5.2,965,19.8,3.5,3.05,Seedling,Moderate,Medium,No action needed
2025-07-08 00:00,FARM001,North Field,22.3013,73.1163,22,26.6,5.07,469,Wet,33.4,64,0,335,3.8,997,16.1,3.4,0.63,Harvesting,Good,Medium,Monitor humidity
2025-07-08 01:00,FARM001,North Field,22.3018,73.1154,89,22.1,4.99,340,Wet,30.0,76,1,352,6.0,312,16.1,3.4,4.16,Flowering,Poor,Medium,Apply fertilizer
2025-07-08 02:00,FARM001,North Field,22.372,73.1364,81,26.8,7.35,369,Dry,21.4,32,0,791,7.0,555,17.9,3.2,2.55,Flowering,Good,Low,Check for pests
2025-07-08 03:00,FARM001,North Field,22.3364,73.1977,37,34.4,4.87,475,Dry,29.3,71,1,680,6.8,420,16.4,3.4,1.21,Harvesting,Good,Low,Check for pests
2025-07-08 04:00,FARM001,North Field,22.338,73.1032,17,28.6,6.11,565,Wet,38.9,56,6,314,4.7,458,18.7,4.4,3.57,Flowering,Moderate,High,Irrigate tomorrow
2025-07-08 05:00,FARM001,North Field,22.3368,73.1247,41,29.4,6.22,538,Dry,31.8,43,2,550,0.1,852,18.4,3.0,0.58,Seedling,Good,High,Apply fertilizer
2025-07-08 06:00,FARM001,North Field,22.3487,73.1558,49,33.7,6.7,347,Dry,32.9,70,6,399,3.7,998,18.2,4.5,2.53,Seedling,Poor,High,No action needed
2025-07-08 07:00,FARM001,North Field,22.3756,73.1488,44,30.1,6.71,328,Dry,30.0,72,1,725,3.4,162,16.6,4.8,1.43,Seedling,Good,Medium,Monitor humidity
2025-07-08 08:00,FARM001,North Field,22.3428,73.1528,55,22.0,7.43,478,Wet,37.6,48,1,495,2.2,536,18.2,4.7,4.7,Flowering,Moderate,Low,Check for pests
2025-07-08 09:00,FARM001,North Field,22.3933,73.1316,22,30.8,5.65,334,Wet,30.8,73,3,550,6.0,298,16.1,4.8,1.75,Vegetative,Moderate,High,Check for pests
2025-07-08 10:00,FARM001,North Field,22.3006,73.1771,59,21.7,6.06,452,Dry,23.4,41,4,658,9.0,429,18.5,3.6,4.9,Flowering,Moderate,Low,Monitor humidity
2025-07-08 11:00,FARM001,North Field,22.3266,73.1716,52,27.5,5.22,456,Dry,33.4,46,7,419,7.0,360,19.3,3.7,3.22,Harvesting,Moderate,Low,Check for pests
2025-07-08 12:00,FARM001,North Field,22.3268,73.1501,62,33.5,5.22,457,Dry,21.6,74,8,763,2.8,876,19.9,4.6,3.27,Seedling,Moderate,Low,No action needed
2025-07-08 13:00,FARM001,North Field,22.3893,73.1713,77,26.1,7.07,390,Wet,21.9,74,9,727,5.5,254,16.9,4.5,0.99,Flowering,Poor,High,Apply fertilizer
2025-07-08 14:00,FARM001,North Field,22.3362,73.1472,25,31.8,7.13,354,Wet,34.5,63,7,791,4.8,246,19.2,4.2,2.15,Flowering,Good,High,Monitor humidity
2025-07-08 15:00,FARM001,North Field,22.3702,73.1228,14,25.1,5.38,375,Wet,22.4,65,5,716,2.6,976,16.1,3.1,0.57,Harvesting,Poor,Low,Monitor humidity
2025-07-08 16:00,FARM001,North Field,22.3051,73.1293,86,30.1,6.22,531,Dry,39.8,39,8,512,9.2,108,17.0,4.7,3.19,Seedling,Poor,Low,Check for pests
2025-07-08 17:00,FARM001,North Field,22.3576,73.1936,85,23.1,7.3,476,Dry,35.2,30,2,567,5.2,919,16.4,3.7,3.65,Vegetative,Poor,High,Apply fertilizer
2025-07-08 18:00,FARM001,North Field,22.3878,73.1415,50,34.2,6.35,302,Dry,25.7,68,3,498,4.6,394,18.9,3.8,2.8,Seedling,Good,Low,Monitor humidity
2025-07-08 19:00,FARM001,North Field,22.3203,73.1588,58,32.9,4.82,376,Dry,25.3,69,1,591,8.2,763,17.0,4.6,0.56,Flowering,Poor,High,Apply fertilizer
2025-07-08 20:00,FARM001,North Field,22.3328,73.1148,76,20.4,6.39,389,Wet,37.5,40,5,531,8.8,887,18.2,4.2,0.91,Seedling,Moderate,High,Monitor humidity
2025-07-08 21:00,FARM001,North Field,22.3649,73.1866,82,34.5,7.49,365,Dry,20.1,41,10,461,5.0,641,18.0,3.7,3.44,Seedling,Moderate,Medium,No action needed
2025-07-08 22:00,FARM001,North Field,22.362,73.1543,56,24.0,6.18,346,Wet,33.9,38,2,447,2.3,179,19.5,4.5,2.44,Vegetative,Good,Medium,No action needed
2025-07-08 23:00,FARM001,North Field,22.3333,73.1871,42,32.5,6.79,575,Dry,26.9,32,6,486,6.7,124,17.0,4.0,1.68,Seedling,Good,Low,Irrigate tomorrow
2025-07-09 00:00,FARM001,North Field,22.3226,73.1825,69,27.8,7.46,334,Dry,30.4,58,6,449,6.4,295,18.5,4.5,3.03,Flowering,Good,Medium,Irrigate tomorrow
2025-07-09 01:00,FARM001,North Field,22.3851,73.1169,16,23.6,6.39,570,Dry,39.4,31,9,435,9.0,926,17.0,3.3,2.16,Seedling,Poor,High,Check for pests
2025-07-09 02:00,FARM001,North Field,22.3431,73.109,69,22.1,7.16,331,Wet,29.8,59,2,748,5.1,984,19.1,3.8,0.88,Seedling,Moderate,Medium,Check for pests
2025-07-09 03:00,FARM001,North Field,22.3376,73.1964,45,25.3,5.22,594,Wet,24.8,65,0,291,0.7,862,16.0,4.7,0.92,Flowering,Moderate,High,Apply fertilizer
2025-07-09 04:00,FARM001,North Field,22.3163,73.1344,53,21.4,6.83,412,Wet,37.3,75,9,668,9.1,188,18.7,4.1,0.87,Vegetative,Poor,Medium,Irrigate tomorrow
2025-07-09 05:00,FARM001,North Field,22.333,73.1565,59,33.9,6.35,419,Dry,31.1,50,5,487,7.8,467,19.7,3.4,3.05,Seedling,Good,Medium,Monitor humidity
2025-07-09 06:00,FARM001,North Field,22.3916,73.1865,12,24.1,7.41,525,Dry,40.0,47,3,452,0.4,501,17.1,3.7,1.44,Seedling,Good,High,Irrigate tomorrow
2025-07-09 07:00,FARM001,North Field,22.3774,73.1205,18,24.7,4.7,429,Wet,35.0,62,10,318,3.4,848,19.3,4.8,1.52,Flowering,Good,Low,Irrigate tomorrow
2025-07-09 08:00,FARM001,North Field,22.3492,73.194,69,34.5,6.99,482,Wet,25.2,38,2,748,7.3,774,19.5,4.6,4.33,Harvesting,Good,High,Check for pests
2025-07-09 09:00,FARM001,North Field,22.3248,73.1946,40,29.5,5.53,465,Dry,28.5,60,6,557,1.0,708,19.4,4.4,2.2,Vegetative,Poor,High,No action needed
2025-07-09 10:00,FARM001,North Field,22.3887,73.1753,34,27.9,5.23,586,Dry,32.8,60,6,468,7.2,979,19.6,3.7,2.83,Flowering,Moderate,Medium,Monitor humidity
2025-07-09 11:00,FARM001,North Field,22.3818,73.1129,25,21.8,7.38,352,Dry,27.5,65,5,511,5.4,159,16.2,3.3,1.4,Harvesting,Poor,Medium,Monitor humidity
2025-07-09 12:00,FARM001,North Field,22.3983,73.1947,81,24.6,7.47,472,Wet,32.6,37,5,633,7.5,169,16.3,4.6,3.33,Flowering,Moderate,High,Check for pests
2025-07-09 13:00,FARM001,North Field,22.385,73.1426,51,27.1,4.55,426,Dry,20.5,31,8,602,9.7,643,16.2,4.9,1.55,Seedling,Poor,Medium,No action needed
2025-07-09 14:00,FARM001,North Field,22.3911,73.1672,35,20.4,4.64,576,Wet,32.6,57,4,250,3.1,642,17.9,4.6,4.91,Harvesting,Moderate,Medium,Check for pests
2025-07-09 15:00,FARM001,North Field,22.3897,73.184,38,24.5,5.16,580,Wet,25.5,52,7,788,2.1,345,16.1,3.2,4.0,Flowering,Poor,Medium,Irrigate tomorrow
2025-07-09 16:00,FARM001,North Field,22.336,73.1972,32,31.9,4.84,444,Wet,28.2,70,4,519,3.4,278,17.1,4.9,0.76,Harvesting,Poor,Low,No action needed
2025-07-09 17:00,FARM001,North Field,22.3077,73.1789,88,20.0,5.33,430,Wet,20.5,34,7,681,2.4,320,16.1,3.4,1.43,Seedling,Good,Medium,Check for pests
2025-07-09 18:00,FARM001,North Field,22.377,73.1415,61,29.0,5.26,302,Wet,35.4,58,2,667,4.1,115,19.7,3.2,0.94,Harvesting,Good,Medium,Check for pests
2025-07-09 19:00,FARM001,North Field,22.3717,73.1775,78,26.1,5.72,415,Wet,20.1,42,1,415,5.1,565,19.2,4.9,4.53,Vegetative,Good,Low,Monitor humidity
2025-07-09 20:00,FARM001,North Field,22.3211,73.1118,12,29.2,5.48,423,Wet,37.9,56,8,203,9.1,213,19.6,4.1,1.06,Seedling,Moderate,Medium,No action needed
2025-07-09 21:00,FARM001,North Field,22.3744,73.1803,15,34.9,4.82,517,Wet,26.8,49,6,767,5.3,605,17.9,4.3,0.7,Seedling,Moderate,High,Check for pests
2025-07-09 22:00,FARM001,North Field,22.3663,73.1435,36,26.6,5.9,361,Dry,38.6,58,4,610,2.2,947,17.4,3.4,2.25,Harvesting,Good,High,Monitor humidity
2025-07-09 23:00,FARM001,North Field,22.3949,73.1434,88,32.6,5.41,419,Wet,38.4,72,9,612,8.9,887,16.8,3.2,4.0,Harvesting,Good,High,Irrigate tomorrow
2025-07-10 00:00,FARM001,North Field,22.3799,73.164,43,31.5,6.87,584,Dry,22.0,45,10,648,0.3,704,18.4,3.1,0.65,Harvesting,Moderate,High,Monitor humidity
2025-07-10 01:00,FARM001,North Field,22.3961,73.146,34,26.4,6.56,546,Wet,34.5,63,2,520,1.9,387,19.2,4.8,1.77,Seedling,Good,Low,Apply fertilizer
2025-07-10 02:00,FARM001,North Field,22.3518,73.1481,73,21.2,4.73,593,Wet,39.1,38,0,425,1.7,936,17.5,4.2,1.19,Seedling,Moderate,Low,No action needed
2025-07-10 03:00,FARM001,North Field,22.3384,73.1576,37,30.0,6.51,409,Dry,23.8,38,2,796,1.5,272,19.4,4.9,3.5,Harvesting,Moderate,Medium,Monitor humidity
2025-07-10 04:00,FARM001,North Field,22.3899,73.1502,11,33.3,6.05,471,Dry,31.1,75,6,740,1.5,170,16.6,4.6,3.65,Vegetative,Moderate,Medium,Apply fertilizer
2025-07-10 05:00,FARM001,North Field,22.3628,73.1488,13,22.7,5.56,364,Dry,33.6,52,5,602,1.2,724,16.4,4.8,4.07,Flowering,Moderate,Low,No action needed
2025-07-10 06:00,FARM001,North Field,22.3216,73.1829,49,28.5,5.59,540,Dry,38.8,59,3,328,6.7,555,19.3,4.8,1.92,Vegetative,Good,High,Check for pests
2025-07-10 07:00,FARM001,North Field,22.324,73.1773,39,30.6,5.6,585,Dry,33.1,43,7,583,5.0,502,18.0,4.7,2.55,Seedling,Good,Low,No action needed
2025-07-10 08:00,FARM001,North Field,22.301,73.1698,28,20.6,5.19,308,Wet,24.0,32,1,607,8.8,806,19.5,3.7,3.92,Harvesting,Good,High,Check for pests
2025-07-10 09:00,FARM001,North Field,22.3949,73.1333,61,21.4,5.7,373,Dry,32.7,68,3,290,8.1,238,17.4,3.2,2.74,Seedling,Moderate,High,No action needed
2025-07-10 10:00,FARM001,North Field,22.3532,73.1948,56,20.1,5.3,314,Wet,33.8,61,2,618,3.7,629,16.6,3.9,2.05,Harvesting,Poor,Low,Irrigate tomorrow
2025-07-10 11:00,FARM001,North Field,22.3274,73.12,67,34.2,6.95,468,Dry,39.9,46,1,719,1.4,973,16.1,3.6,2.13,Vegetative,Moderate,Medium,No action needed
2025-07-10 12:00,FARM001,North Field,22.3858,73.1817,12,21.6,7.04,398,Wet,39.6,64,7,259,5.2,948,18.9,4.3,3.4,Flowering,Moderate,Medium,Check for pests
2025-07-10 13:00,FARM001,North Field,22.3747,73.1683,66,25.0,6.4,573,Wet,30.0,70,8,501,6.5,131,16.6,4.3,3.07,Vegetative,Poor,High,No action needed
2025-07-10 14:00,FARM001,North Field,22.3107,73.1849,73,23.3,4.75,586,Dry,26.9,73,8,232,1.8,873,19.3,3.1,3.54,Seedling,Good,High,No action needed
2025-07-10 15:00,FARM001,North Field,22.3965,73.1526,74,25.9,6.63,314,Dry,28.4,37,7,372,9.4,276,17.5,4.7,3.71,Flowering,Moderate,Low,Monitor humidity
2025-07-10 16:00,FARM001,North Field,22.3326,73.1389,69,26.6,6.09,523,Dry,33.6,37,7,443,0.9,617,19.4,4.8,3.43,Seedling,Good,Medium,Check for pests
2025-07-10 17:00,FARM001,North Field,22.3897,73.1579,71,22.0,7.16,566,Dry,36.8,77,6,242,4.9,135,18.7,3.3,3.26,Seedling,Poor,High,Check for pests
2025-07-10 18:00,FARM001,North Field,22.3664,73.1932,25,25.2,6.08,344,Wet,38.0,53,6,710,7.3,704,16.5,4.1,1.32,Flowering,Moderate,High,Check for pests
2025-07-10 19:00,FARM001,North Field,22.3121,73.186,51,24.4,5.35,445,Dry,30.9,79,3,455,1.2,352,19.5,3.2,3.66,Flowering,Good,Medium,Monitor humidity
2025-07-10 20:00,FARM001,North Field,22.3877,73.1015,33,22.8,5.07,448,Dry,37.9,49,3,605,5.1,975,20.0,3.6,1.1,Seedling,Moderate,Low,Irrigate tomorrow
2025-07-10 21:00,FARM001,North Field,22.3329,73.1838,44,21.8,5.96,486,Dry,31.9,77,3,750,1.1,362,16.9,3.5,1.54,Vegetative,Good,Low,Apply fertilizer
2025-07-10 22:00,FARM001,North Field,22.3909,73.1181,40,20.1,6.43,433,Dry,30.4,38,2,466,2.0,713,19.6,3.7,1.48,Vegetative,Good,High,Check for pests
2025-07-10 23:00,FARM001,North Field,22.3151,73.1952,74,30.2,5.21,300,Dry,27.4,33,5,421,0.2,289,18.4,3.8,4.11,Harvesting,Moderate,Low,No action needed
2025-07-11 00:00,FARM001,North Field,22.3278,73.1786,81,22.2,6.56,373,Dry,28.8,57,10,321,6.2,524,16.0,3.5,1.02,Flowering,Poor,High,Check for pests
2025-07-11 01:00,FARM001,North Field,22.3639,73.1222,87,34.8,4.81,351,Dry,29.8,57,7,634,6.1,340,16.1,4.8,4.57,Vegetative,Poor,Low,Monitor humidity
2025-07-11 02:00,FARM001,North Field,22.3023,73.1601,76,20.7,6.04,552,Dry,29.7,61,6,694,2.4,675,19.9,3.7,0.56,Harvesting,Moderate,High,Irrigate tomorrow
2025-07-11 03:00,FARM001,North Field,22.3264,73.1991,65,23.4,4.69,577,Wet,27.3,41,6,683,2.2,168,16.0,4.1,2.95,Seedling,Poor,Medium,Monitor humidity
2025-07-11 04:00,FARM001,North Field,22.3366,73.1709,38,33.3,4.9,472,Dry,27.3,37,1,209,3.7,473,18.8,4.4,0.86,Harvesting,Poor,High,Apply fertilizer
2025-07-11 05:00,FARM001,North Field,22.3194,73.1959,85,24.6,7.39,573,Wet,28.1,31,2,338,2.4,522,18.2,3.8,4.22,Seedling,Poor,Medium,Irrigate tomorrow
2025-07-11 06:00,FARM001,North Field,22.3003,73.1325,25,31.9,5.55,346,Wet,29.3,79,0,334,5.8,966,19.9,3.8,3.05,Seedling,Good,Medium,Apply fertilizer
2025-07-11 07:00,FARM001,North Field,22.3048,73.1391,41,29.9,7.17,339,Dry,29.3,67,9,658,9.7,818,16.1,3.6,1.6,Harvesting,Poor,Low,Monitor humidity
2025-07-11 08:00,FARM001,North Field,22.3678,73.1257,83,21.3,5.75,548,Wet,25.1,43,8,797,6.4,526,19.8,4.9,1.61,Flowering,Good,Medium,Irrigate tomorrow
2025-07-11 09:00,FARM001,North Field,22.3437,73.1946,26,25.4,5.88,565,Wet,25.4,69,6,778,5.9,975,17.7,3.9,3.78,Seedling,Moderate,High,Monitor humidity
2025-07-11 10:00,FARM001,North Field,22.3536,73.1921,18,26.6,4.59,487,Wet,27.8,67,2,613,3.6,984,17.9,4.4,3.77,Flowering,Good,Medium,No action needed
2025-07-11 11:00,FARM001,North Field,22.3427,73.1491,83,26.5,5.43,543,Wet,23.1,56,2,559,3.6,552,17.0,3.1,4.06,Vegetative,Moderate,Low,Monitor humidity
2025-07-11 12:00,FARM001,North Field,22.3056,73.1271,46,30.5,5.32,394,Dry,37.1,40,10,364,1.7,535,17.4,3.3,1.96,Vegetative,Good,High,Check for pests
2025-07-11 13:00,FARM001,North Field,22.3869,73.1866,47,33.5,5.46,327,Wet,37.8,52,0,450,3.9,674,16.8,4.6,2.68,Harvesting,Good,High,Irrigate tomorrow
2025-07-11 14:00,FARM001,North Field,22.3331,73.1014,74,30.7,5.5,450,Dry,28.6,35,8,474,5.2,948,17.3,3.3,3.66,Seedling,Moderate,Low,Check for pests
2025-07-11 15:00,FARM001,North Field,22.3142,73.148,12,24.5,4.82,479,Wet,24.0,43,4,770,4.1,557,16.0,3.4,1.92,Flowering,Moderate,High,Monitor humidity
2025-07-11 16:00,FARM001,North Field,22.301,73.1221,73,23.3,5.23,454,Wet,28.5,33,9,484,5.0,760,18.1,3.4,4.24,Flowering,Good,Low,Apply fertilizer
2025-07-11 17:00,FARM001,North Field,22.3105,73.1988,90,26.9,4.57,552,Wet,32.3,74,7,438,0.4,817,16.2,3.2,0.59,Flowering,Poor,Low,Irrigate tomorrow
2025-07-11 18:00,FARM001,North Field,22.3848,73.1227,28,24.0,5.64,554,Wet,37.6,60,7,283,3.2,199,17.0,4.6,1.3,Seedling,Poor,High,No action needed
2025-07-11 19:00,FARM001,North Field,22.3791,73.1099,44,21.6,5.56,489,Wet,35.8,45,4,561,0.4,645,18.9,3.9,2.7,Vegetative,Moderate,Medium,Apply fertilizer
2025-07-11 20:00,FARM001,North Field,22.3817,73.1716,37,25.1,7.39,518,Wet,32.4,49,4,574,5.2,979,17.2,4.4,3.97,Vegetative,Good,Low,Apply fertilizer
2025-07-11 21:00,FARM001,North Field,22.3143,73.1489,84,22.1,4.82,513,Dry,32.5,32,0,206,6.1,901,17.4,4.5,1.64,Flowering,Moderate,Low,Check for pests
2025-07-11 22:00,FARM001,North Field,22.4,73.1178,72,22.8,4.94,560,Dry,28.8,42,5,322,0.0,908,18.6,3.6,2.43,Vegetative,Good,Medium,Apply fertilizer
2025-07-11 23:00,FARM001,North Field,22.309,73.1973,52,25.8,5.06,305,Dry,20.7,41,1,422,0.9,206,18.8,4.0,3.39,Seedling,Good,Low,Apply fertilizer
2025-07-12 00:00,FARM001,North Field,22.3091,73.1956,82,27.0,6.93,310,Wet,26.0,55,7,650,8.3,591,18.4,3.1,2.59,Harvesting,Moderate,Medium,Monitor humidity
2025-07-12 01:00,FARM001,North Field,22.3296,73.105,80,23.6,4.55,454,Wet,31.1,67,2,564,8.9,309,18.7,3.5,2.49,Flowering,Poor,High,Monitor humidity
2025-07-12 02:00,FARM001,North Field,22.399,73.1536,19,22.2,7.0,500,Wet,39.7,76,2,435,0.6,845,19.0,4.2,3.19,Harvesting,Moderate,Low,Monitor humidity
2025-07-12 03:00,FARM001,North Field,22.3166,73.1208,59,26.3,7.1,353,Wet,24.4,67,9,535,6.7,527,18.5,4.4,4.89,Vegetative,Poor,Low,No action needed
2025-07-12 04:00,FARM001,North Field,22.3101,73.1523,81,34.0,6.21,379,Dry,28.6,49,1,493,3.7,154,19.9,4.1,1.29,Vegetative,Good,Low,Monitor humidity
2025-07-12 05:00,FARM001,North Field,22.3868,73.1009,33,29.0,5.22,552,Wet,25.4,45,5,667,1.6,804,16.8,3.6,4.75,Harvesting,Good,Medium,Check for pests
2025-07-12 06:00,FARM001,North Field,22.3325,73.1393,44,21.1,5.59,535,Dry,31.0,74,7,702,0.6,643,16.5,4.0,4.09,Seedling,Poor,Low,Monitor humidity
2025-07-12 07:00,FARM001,North Field,22.3302,73.1436,83,35.0,4.67,501,Dry,33.4,53,8,442,1.4,760,19.5,3.7,2.36,Flowering,Good,Low,Check for pests
2025-07-12 08:00,FARM001,North Field,22.3374,73.1955,66,33.9,4.66,515,Wet,29.9,68,7,275,5.6,542,17.9,4.3,4.4,Vegetative,Poor,High,Monitor humidity
2025-07-12 09:00,FARM001,North Field,22.3077,73.1609,33,21.8,7.26,378,Wet,20.6,70,2,610,3.1,137,17.7,4.5,2.49,Seedling,Poor,Medium,Apply fertilizer
2025-07-12 10:00,FARM001,North Field,22.3593,73.1321,40,23.4,5.49,596,Wet,22.0,64,2,733,3.0,900,18.5,4.6,3.14,Harvesting,Poor,Medium,Check for pests
2025-07-12 11:00,FARM001,North Field,22.3039,73.1284,85,30.1,5.94,588,Dry,35.4,53,4,458,8.0,394,19.9,3.8,4.91,Vegetative,Moderate,High,Check for pests
2025-07-12 12:00,FARM001,North Field,22.306,73.1985,49,24.1,5.82,375,Wet,31.7,45,6,552,7.9,291,16.1,3.3,0.85,Seedling,Moderate,High,Apply fertilizer
2025-07-12 13:00,FARM001,North Field,22.3345,73.1414,22,30.7,7.18,327,Dry,28.2,59,9,517,9.1,752,17.4,4.3,0.85,Vegetative,Moderate,High,Check for pests
2025-07-12 14:00,FARM001,North Field,22.3076,73.1615,74,21.8,5.23,357,Wet,27.5,68,7,549,0.2,613,16.0,3.0,3.61,Harvesting,Poor,Low,Check for pests
2025-07-12 15:00,FARM001,North Field,22.3692,73.1844,88,21.0,4.82,469,Wet,20.6,70,6,337,5.9,615,16.9,4.3,4.96,Flowering,Good,Low,Irrigate tomorrow
2025-07-12 16:00,FARM001,North Field,22.3855,73.1906,68,31.1,6.84,414,Dry,39.9,77,7,565,0.1,806,17.9,3.3,2.17,Vegetative,Moderate,Medium,Irrigate tomorrow
2025-07-12 17:00,FARM001,North Field,22.3942,73.1103,70,25.0,4.93,514,Dry,20.7,66,7,517,8.6,363,16.6,3.2,1.84,Seedling,Moderate,High,Check for pests
2025-07-12 18:00,FARM001,North Field,22.3637,73.1529,33,27.2,6.36,568,Dry,35.1,32,7,591,3.4,454,18.4,3.9,1.8,Flowering,Good,Medium,Monitor humidity
2025-07-12 19:00,FARM001,North Field,22.3128,73.127,90,20.2,6.89,369,Wet,32.3,45,4,711,5.8,820,18.9,3.1,3.84,Vegetative,Moderate,Medium,Irrigate tomorrow
2025-07-12 20:00,FARM001,North Field,22.3345,73.161,70,20.3,7.49,302,Dry,34.5,79,10,566,1.0,422,16.4,3.1,4.01,Flowering,Poor,High,Apply fertilizer
2025-07-12 21:00,FARM001,North Field,22.3653,73.1024,72,25.7,5.51,343,Dry,33.6,69,4,729,1.6,989,17.3,3.9,3.61,Harvesting,Moderate,High,Check for pests
2025-07-12 22:00,FARM001,North Field,22.396,73.1299,60,28.5,5.27,304,Dry,30.6,62,9,692,1.1,144,18.4,3.0,2.73,Vegetative,Poor,High,No action needed
2025-07-12 23:00,FARM001,North Field,22.3803,73.1335,10,21.2,4.84,348,Wet,22.7,59,9,420,8.0,453,18.5,3.7,3.34,Vegetative,Poor,Low,No action needed
2025-07-13 00:00,FARM001,North Field,22.3398,73.1349,31,31.8,5.9,304,Wet,39.5,54,10,692,0.3,414,16.0,3.3,1.39,Vegetative,Good,Medium,Irrigate tomorrow
2025-07-13 01:00,FARM001,North Field,22.3923,73.1311,15,24.5,6.25,402,Dry,26.6,46,2,300,8.4,273,17.9,3.3,3.57,Seedling,Moderate,High,No action needed
2025-07-13 02:00,FARM001,North Field,22.3215,73.1355,56,27.5,6.82,348,Dry,27.0,69,2,754,0.2,776,17.8,4.6,2.52,Flowering,Good,High,Irrigate tomorrow
2025-07-13 03:00,FARM001,North Field,22.327,73.1601,47,29.3,6.86,507,Wet,22.5,44,8,688,0.2,827,18.2,4.0,2.93,Seedling,Moderate,Low,Check for pests
2025-07-13 04:00,FARM001,North Field,22.34,73.175,78,24.0,6.71,502,Wet,25.9,66,1,746,5.5,175,19.9,3.9,3.79,Flowering,Good,Low,Monitor humidity
2025-07-13 05:00,FARM001,North Field,22.3141,73.1242,89,25.0,5.64,350,Dry,28.8,40,8,220,4.6,620,16.8,4.1,2.39,Flowering,Moderate,Medium,No action needed
2025-07-13 06:00,FARM001,North Field,22.3359,73.1594,43,30.9,4.96,545,Wet,30.1,54,6,706,8.1,675,17.3,3.0,4.95,Seedling,Good,Low,Irrigate tomorrow
2025-07-13 07:00,FARM001,North Field,22.35,73.1866,30,30.3,6.68,301,Wet,38.9,60,3,573,0.6,550,16.8,3.6,4.05,Harvesting,Good,Medium,Apply fertilizer
2025-07-13 08:00,FARM001,North Field,22.3472,73.1151,17,27.7,5.34,489,Wet,23.9,38,5,511,0.1,740,18.9,4.1,2.19,Seedling,Poor,Low,Irrigate tomorrow
2025-07-13 09:00,FARM001,North Field,22.3782,73.1449,31,34.1,5.13,385,Wet,38.4,73,6,669,2.7,180,17.0,4.4,2.76,Flowering,Poor,High,Apply fertilizer
2025-07-13 10:00,FARM001,North Field,22.3112,73.1352,59,22.8,6.66,331,Dry,36.5,32,0,207,5.6,573,19.3,4.2,1.52,Harvesting,Moderate,Low,Apply fertilizer
2025-07-13 11:00,FARM001,North Field,22.3387,73.1256,71,25.2,5.88,435,Dry,31.0,52,4,236,9.9,699,17.2,4.2,3.35,Vegetative,Good,High,No action needed
